id,provider_id,provider_name,state_id,county_id,source_url,source_host,clue_page_type,clue_field,current_status,decision,clue_page_url,clue_value,clue_text,review_notes,reviewed_by
prov-acc-review__clinic-uic-family-il__accessibility_page__wheelchair_accessible,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__appointment_page__referral_url,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__appointment_page__requirements,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__appointment_page__virtual_services,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__contact_page__interpreter_available,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__contact_page__languages,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,contact_page,languages,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__contact_page__next_step_type,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__faq_page__accessibility_notes,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__patient_services__accessibility_notes,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__patient_services__home_visits,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__patient_services__transportation_help,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__patient_services__wheelchair_accessible,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__program_overview__application_url,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,program_overview,application_url,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__program_overview__in_person_services,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__clinic-uic-family-il__program_overview__requirements,clinic-uic-family-il,UIC Family Clinic / Developmental Disabilities Family Clinic,illinois,cook-il,https://www.ahs.uic.edu,ahs.uic.edu,program_overview,requirements,queued,,,,,"Seeded review task for UIC Family Clinic / Developmental Disabilities Family Clinic. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__accessibility_page__asl_available,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__accessibility_page__interpreter_available,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__accessibility_page__wheelchair_accessible,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__appointment_page__referral_url,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__appointment_page__requirements,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,appointment_page,requirements,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__appointment_page__virtual_services,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__contact_page__interpreter_available,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__contact_page__languages,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,contact_page,languages,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__contact_page__next_step_type,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__faq_page__accessibility_notes,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__patient_services__accessibility_notes,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__patient_services__home_visits,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,patient_services,home_visits,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__patient_services__transportation_help,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__patient_services__wheelchair_accessible,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__program_overview__application_url,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,program_overview,application_url,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__program_overview__in_person_services,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop__program_overview__requirements,pa-clinic-chop,Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics,pennsylvania,philadelphia-pa,https://www.chop.edu/centers-programs/developmental-and-behavioral-pediatrics,chop.edu,program_overview,requirements,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Center for Autism Research & Developmental Pediatrics. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__accessibility_page__asl_available,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__accessibility_page__interpreter_available,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__accessibility_page__wheelchair_accessible,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__appointment_page__referral_url,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__appointment_page__requirements,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,appointment_page,requirements,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__appointment_page__virtual_services,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__contact_page__interpreter_available,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__contact_page__languages,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,contact_page,languages,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__contact_page__next_step_type,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__faq_page__accessibility_notes,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__patient_services__accessibility_notes,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__patient_services__home_visits,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,patient_services,home_visits,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__patient_services__transportation_help,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__patient_services__wheelchair_accessible,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__program_overview__application_url,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,program_overview,application_url,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__program_overview__in_person_services,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-chop-kop__program_overview__requirements,pa-clinic-chop-kop,Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia,pennsylvania,montgomery-pa,https://www.chop.edu/locations/chop-care-center-king-prussia,chop.edu,program_overview,requirements,queued,,,,,"Seeded review task for Children's Hospital of Philadelphia (CHOP) Specialty Care Center King of Prussia. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__accessibility_page__asl_available,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,accessibility_page,asl_available,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__accessibility_page__interpreter_available,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__accessibility_page__wheelchair_accessible,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__appointment_page__referral_url,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,appointment_page,referral_url,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__appointment_page__requirements,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,appointment_page,requirements,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__appointment_page__virtual_services,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,appointment_page,virtual_services,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__pa-clinic-geisinger__contact_page__interpreter_available,pa-clinic-geisinger,Geisinger Autism & Developmental Medicine Institute (ADMI),pennsylvania,union-pa,https://www.geisinger.org/patient-care/specialties-and-services/autism-and-developmental-medicine-institute,geisinger.org,contact_page,interpreter_available,queued,,,,,"Seeded review task for Geisinger Autism & Developmental Medicine Institute (ADMI). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
