id,url,domain,family,stateId,targetTable,sourceName,scrapeLane,launchNeedClass,crawlMethod,ledgerStatus,firstPartyMode,priority,sourceArtifacts,whyNeeded,currentEvidence,doNotScrapeReason
launch-url-01397,https://www.lcsb.org/,lcsb.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01398,https://www.leeschools.net/departments/exceptional_student_education,leeschools.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01399,https://www.leonschools.net/ese,leonschools.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01400,https://www.levyk12.org/page/exceptional-student-education-ese,levyk12.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01401,https://www.lmsd.org/,lmsd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01402,https://www.loraincountyesc.org/,loraincountyesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01403,https://www.louisianabelieves.com/,louisianabelieves.com,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01404,https://www.louisianabelieves.com/academics/special-education,louisianabelieves.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01405,https://www.maderacoe.org/selpa,maderacoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01406,https://www.madison.k12.fl.us/,madison.k12.fl.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01407,https://www.maine.gov/doe,maine.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01408,https://www.maine.gov/doe/learning/specialed,maine.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01409,https://www.manateeschools.net/,manateeschools.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01410,https://www.marinselpa.org/,marinselpa.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01411,https://www.marionschools.net/departments/exceptional-student-education-ese,marionschools.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01412,https://www.mariposacoe.org/selpa,mariposacoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01413,https://www.martinschools.org/page/exceptional-student-education,martinschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01414,https://marylandpublicschools.org/,marylandpublicschools.org,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01415,https://marylandpublicschools.org/programs/SpecialEducation,marylandpublicschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01416,https://www.mccesc.org/,mccesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01417,https://www.mchenrycountyil.gov/,mchenrycountyil.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01418,https://www.mcs4kids.com/,mcs4kids.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01419,https://www.mdek12.org/,mdek12.org,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01420,https://www.mdek12.org/OSE,mdek12.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01421,https://www.mdusd.org/,mdusd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01422,https://www.medina-esc.org/,medina-esc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01423,https://www.mendocinocoe.org/selpa,mendocinocoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01424,https://www.mercedcoe.org/selpa,mercedcoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01425,https://www.mercercounty.org/departments/superintendent-of-schools,mercercounty.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01426,https://www.merceresc.org/,merceresc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01427,https://www.mesc.k12.oh.us/,mesc.k12.oh.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01428,https://www.miami.k12.oh.us/,miami.k12.oh.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01429,https://www.michigan.gov/mde/services/special-education,michigan.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01430,https://www.middlesexcountynj.gov/government/departments/department-of-economic-development/superintendent-of-schools,middlesexcountynj.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01431,https://www.modoccoe.org/selpa,modoccoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01432,https://www.moesc.net/,moesc.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01433,https://www.monocoe.org/selpa,monocoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01434,https://www.monroe2boces.org/,monroe2boces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01435,https://www.montereycoe.org/selpa,montereycoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01436,https://www.morriscountynj.gov/Departments/Superintendent-of-Schools?BestBetMatch=superintendent%20of%20schools|6a300651-ed9a-409a-817a-ab11a0291754|b60c615b-e2a9-4c7a-b0fb-c8f0420d7998|en-US,morriscountynj.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01437,https://www.mresc.org/,mresc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01438,https://www.mresc.org/districts-we-serve,mresc.org,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01439,https://www.muscogee.k12.ga.us/,muscogee.k12.ga.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01440,https://www.mvesc.org/,mvesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01441,https://www.myoneclay.net/departments/exceptional-student-education,myoneclay.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01442,https://www.napacoe.org/selpa,napacoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01443,https://www.nassau.k12.fl.us/Domain/78,nassau.k12.fl.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01444,https://www.natronaschools.org/apps/pages/index.jsp?uREC_ID=2060921&type=d&pREC_ID=2124810,natronaschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01445,https://www.ncoesc.org/,ncoesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01446,https://www.nd.gov/,nd.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01447,https://www.nd.gov/dpi/districtsschools/special-education,nd.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01448,https://www.nevadacoe.org/selpa,nevadacoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01449,https://www.nisd.net/special-education,nisd.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01450,https://nj-hunterdoncounty.civicplus.com/191/Superintendent-of-Schools,nj-hunterdoncounty.civicplus.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01451,https://www.npesc.org/,npesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01452,https://www.npesc.org/vnews/display.v/SEC/Member%20%26%20Partner%20School%20Districts,npesc.org,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01453,https://www.nwoesc.org/,nwoesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01454,https://www.oakland.k12.mi.us/educators/special-education,oakland.k12.mi.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01455,https://www.ocmboces.org/,ocmboces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01456,https://www.ocps.net/departments/exceptional_student_education,ocps.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01457,https://www.okaloosaschools.com/departments/ese,okaloosaschools.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01458,https://www.okeeschools.org/,okeeschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01459,https://www.onboces.org/,onboces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01460,https://www.oneida-boces.org/,oneida-boces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01461,https://opi.mt.gov/,opi.mt.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01462,https://opi.mt.gov/Educators/Teaching-Learning/Special-Education,opi.mt.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01463,https://www.oregon.gov/ode,oregon.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01464,https://www.oregon.gov/ode/students-and-family/specialeducation,oregon.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01465,https://www.osceolaschools.net/Page/188,osceolaschools.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01466,https://www.ouboces.org/,ouboces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01467,https://ousd.org/,ousd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01468,https://www.ovesc.org/,ovesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01469,https://www.palmbeachschools.org/ese,palmbeachschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01470,http://www.park6.org/,park6.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01471,https://www.pasco.k12.fl.us/ese,pasco.k12.fl.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01472,https://www.passaiccountynj.org/departments/superintendent-of-schools,passaiccountynj.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01473,https://www.pausd.org/,pausd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01474,https://www.pcsb.org/ese,pcsb.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01475,https://www.pearlandisd.org/departments/special-programs,pearlandisd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01476,https://www.pennsburysd.org/,pennsburysd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01477,https://www.peoriacounty.org/roe,peoriacounty.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01478,https://www.pghschools.org/,pghschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01479,https://www.philasd.org/,philasd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01480,https://www.pickawayesc.org/,pickawayesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01481,https://www.pisd.edu/departments-66/special-education,pisd.edu,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01482,https://www.placercoe.k12.ca.us/selpa,placercoe.k12.ca.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01483,https://www.platte1.org/,platte1.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01484,https://www.plumascoe.org/selpa,plumascoe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01485,https://www.pnwboces.org/,pnwboces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01486,https://www.polkschoolsfl.com/ese,polkschoolsfl.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01487,https://portal.ct.gov/sde,portal.ct.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01488,https://portal.ct.gov/sde/special-education,portal.ct.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01489,https://www.powayusd.com/,powayusd.com,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01490,https://www.preblecountyesc.org/,preblecountyesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01491,https://www.pusd.us/,pusd.us,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01492,https://www.putnamesc.org/,putnamesc.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01493,https://www.putnamschools.org/,putnamschools.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01494,https://www.questar.org/,questar.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01495,http://www.rangers1.net/,rangers1.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01496,https://www.rcboe.org/,rcboe.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01497,https://www.rcsdk12.org/,rcsdk12.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01498,https://www.readingsd.org/,readingsd.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01499,https://www.region10.org/,region10.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01500,https://www.region10.org/special-education,region10.org,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01501,https://www.ride.ri.gov/,ride.ri.gov,education_routing,,school_districts,school_districts.source_url,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01502,https://www.ride.ri.gov/StudentsFamilies/SpecialEducation.aspx,ride.ri.gov,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01503,https://www.rimsd41.org/,rimsd41.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01504,https://www.riversideunified.org/,riversideunified.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01505,https://www.rocklandboces.org/,rocklandboces.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01506,https://www.roe1.net/,roe1.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01507,https://www.roe17.org/,roe17.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01508,https://www.roe21.org/,roe21.org,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
launch-url-01509,https://www.roe26.net/,roe26.net,education_routing,,school_districts,school_districts.website,live_refresh_candidate,live_refresh_candidate,,live_refresh_candidate,,0,ca_disability_navigator.db,Existing live DB source URL that may need refresh or validation before launch.,,
