id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
louisiana-legal-lsc-state-slice,louisiana,LA,Louisiana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Louisiana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
louisiana-advocates-ndrn-state-slice,louisiana,LA,Louisiana protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Louisiana protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
louisiana-advocates-parent-center-state-slice,louisiana,LA,Louisiana parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Louisiana parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
maine-rsa-vr-state-slice,maine,ME,Maine VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Maine VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
maine-at3-state-slice,maine,ME,Maine AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Maine assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
maine-hud-pha-state-slice,maine,ME,Maine housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Maine public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
maine-legal-lsc-state-slice,maine,ME,Maine legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Maine civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
maine-advocates-ndrn-state-slice,maine,ME,Maine protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Maine protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
maine-advocates-parent-center-state-slice,maine,ME,Maine parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Maine parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
maryland-rsa-vr-state-slice,maryland,MD,Maryland VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Maryland VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
maryland-at3-state-slice,maryland,MD,Maryland AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Maryland assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
maryland-hud-pha-state-slice,maryland,MD,Maryland housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Maryland public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
maryland-legal-lsc-state-slice,maryland,MD,Maryland legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Maryland civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
maryland-advocates-ndrn-state-slice,maryland,MD,Maryland protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Maryland protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
maryland-advocates-parent-center-state-slice,maryland,MD,Maryland parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Maryland parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
massachusetts-rsa-vr-state-slice,massachusetts,MA,Massachusetts VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Massachusetts VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
massachusetts-at3-state-slice,massachusetts,MA,Massachusetts AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Massachusetts assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
massachusetts-hud-pha-state-slice,massachusetts,MA,Massachusetts housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Massachusetts public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
massachusetts-legal-lsc-state-slice,massachusetts,MA,Massachusetts legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Massachusetts civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
massachusetts-advocates-ndrn-state-slice,massachusetts,MA,Massachusetts protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Massachusetts protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
massachusetts-advocates-parent-center-state-slice,massachusetts,MA,Massachusetts parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Massachusetts parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
michigan-rsa-vr-state-slice,michigan,MI,Michigan VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Michigan VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
michigan-at3-state-slice,michigan,MI,Michigan AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Michigan assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
michigan-hud-pha-state-slice,michigan,MI,Michigan housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Michigan public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
michigan-legal-lsc-state-slice,michigan,MI,Michigan legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Michigan civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
michigan-advocates-ndrn-state-slice,michigan,MI,Michigan protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Michigan protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
michigan-advocates-parent-center-state-slice,michigan,MI,Michigan parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Michigan parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
minnesota-rsa-vr-state-slice,minnesota,MN,Minnesota VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Minnesota VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
minnesota-at3-state-slice,minnesota,MN,Minnesota AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Minnesota assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
minnesota-hud-pha-state-slice,minnesota,MN,Minnesota housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Minnesota public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
minnesota-legal-lsc-state-slice,minnesota,MN,Minnesota legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Minnesota civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
minnesota-advocates-ndrn-state-slice,minnesota,MN,Minnesota protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Minnesota protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
minnesota-advocates-parent-center-state-slice,minnesota,MN,Minnesota parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Minnesota parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
mississippi-rsa-vr-state-slice,mississippi,MS,Mississippi VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Mississippi VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
mississippi-at3-state-slice,mississippi,MS,Mississippi AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Mississippi assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
mississippi-hud-pha-state-slice,mississippi,MS,Mississippi housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Mississippi public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
mississippi-legal-lsc-state-slice,mississippi,MS,Mississippi legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Mississippi civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
mississippi-advocates-ndrn-state-slice,mississippi,MS,Mississippi protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Mississippi protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
mississippi-advocates-parent-center-state-slice,mississippi,MS,Mississippi parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Mississippi parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
missouri-rsa-vr-state-slice,missouri,MO,Missouri VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Missouri VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
missouri-at3-state-slice,missouri,MO,Missouri AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Missouri assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
missouri-hud-pha-state-slice,missouri,MO,Missouri housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Missouri public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
missouri-legal-lsc-state-slice,missouri,MO,Missouri legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Missouri civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
missouri-advocates-ndrn-state-slice,missouri,MO,Missouri protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Missouri protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
missouri-advocates-parent-center-state-slice,missouri,MO,Missouri parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Missouri parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
montana-rsa-vr-state-slice,montana,MT,Montana VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Montana VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
montana-at3-state-slice,montana,MT,Montana AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Montana assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
montana-hud-pha-state-slice,montana,MT,Montana housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Montana public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
montana-legal-lsc-state-slice,montana,MT,Montana legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Montana civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
montana-advocates-ndrn-state-slice,montana,MT,Montana protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Montana protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
montana-advocates-parent-center-state-slice,montana,MT,Montana parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Montana parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
nebraska-rsa-vr-state-slice,nebraska,NE,Nebraska VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Nebraska VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
nebraska-at3-state-slice,nebraska,NE,Nebraska AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Nebraska assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
nebraska-hud-pha-state-slice,nebraska,NE,Nebraska housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Nebraska public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
nebraska-legal-lsc-state-slice,nebraska,NE,Nebraska legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Nebraska civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
nebraska-advocates-ndrn-state-slice,nebraska,NE,Nebraska protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Nebraska protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
nebraska-advocates-parent-center-state-slice,nebraska,NE,Nebraska parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Nebraska parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
nevada-rsa-vr-state-slice,nevada,NV,Nevada VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract Nevada VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
nevada-at3-state-slice,nevada,NV,Nevada AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract Nevada assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
nevada-hud-pha-state-slice,nevada,NV,Nevada housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract Nevada public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
nevada-legal-lsc-state-slice,nevada,NV,Nevada legal aid via LSC,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help,nonprofit_organizations,legal_aid,legal_aid|appeals,authoritative_legal_aid_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"organization_name, service_area, phone, website",Extract Nevada civil legal-aid organizations.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.lsc.gov/about-lsc/what-legal-aid/get-legal-help
nevada-advocates-ndrn-state-slice,nevada,NV,Nevada protection and advocacy via NDRN,https://www.ndrn.org/about/ndrn-member-agencies,iep_advocates,advocates_legal,legal_aid|iep_advocacy|appeals,authoritative_protection_advocacy_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website, service_area",Extract Nevada protection and advocacy agency contacts from the NDRN member directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.ndrn.org/about/ndrn-member-agencies/
nevada-advocates-parent-center-state-slice,nevada,NV,Nevada parent center via Parent Center Hub,https://www.parentcenterhub.org/find-your-center,iep_advocates,advocates_legal,iep_advocacy|special_education|appeals,authoritative_parent_center_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"center_name, phone, website, service_area",Extract Nevada parent training and information center contacts from Parent Center Hub.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.parentcenterhub.org/find-your-center/
new-hampshire-rsa-vr-state-slice,new-hampshire,NH,New Hampshire VR agency via RSA,https://rsa.ed.gov/about/states,programs,jobs_vocational,vocational_rehab|transition,official_government_vr,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, phone, website",Extract New Hampshire VR routing from the RSA state agency directory.,Discovery or staging only until extracted rows pass public-safe validation.,https://rsa.ed.gov/about/states
new-hampshire-at3-state-slice,new-hampshire,NH,New Hampshire AT program via AT3,https://at3center.net/state-at-programs,nonprofit_organizations,goods_supplies,supplies|home_mods,authoritative_assistive_technology_directory,static_fetch,ready_lightweight,official_or_authoritative_directory,"program_name, phone, website, services","Extract New Hampshire assistive technology, equipment loan, reuse, and financing support.",Discovery or staging only until extracted rows pass public-safe validation.,https://at3center.net/state-at-programs/
new-hampshire-hud-pha-state-slice,new-hampshire,NH,New Hampshire housing agencies via HUD,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts,nonprofit_organizations,housing,housing,official_government_housing,static_fetch,ready_lightweight,official_or_authoritative_directory,"agency_name, city, phone, website",Extract New Hampshire public housing agency contacts.,Discovery or staging only until extracted rows pass public-safe validation.,https://www.hud.gov/program_offices/public_indian_housing/pha/contacts
